,ids1,ids2,images1,images2,result,tiers,votes1,votes2
485,1830,1768,https://img.animebracket.com/1eu.jpg,https://img.animebracket.com/1d4.jpg,0,5,3726,4627
486,1815,2032,https://img.animebracket.com/1ef.jpg,https://img.animebracket.com/1kg.jpg,1,5,4979,3444
487,1809,1935,https://img.animebracket.com/1e9.jpg,https://img.animebracket.com/1hr.jpg,1,5,5727,2046
488,1785,1818,https://img.animebracket.com/1dl.jpg,https://img.animebracket.com/1ei.jpg,1,5,6496,2030
489,1849,1949,https://img.animebracket.com/1fd.jpg,https://img.animebracket.com/1i5.jpg,1,5,4401,3901
490,1897,1772,https://img.animebracket.com/1gp.jpg,https://img.animebracket.com/1d8.jpg,1,5,4287,3763
491,2003,2087,https://img.animebracket.com/1jn.jpg,https://img.animebracket.com/1lz.jpg,1,5,6009,2399
492,1826,1834,https://img.animebracket.com/1eq.jpg,https://img.animebracket.com/1ey.jpg,1,5,5372,2855
493,1769,1888,https://img.animebracket.com/1d5.jpg,https://img.animebracket.com/1gg.jpg,0,5,3476,4809
494,1837,1787,https://img.animebracket.com/1f1.jpg,https://img.animebracket.com/1dn.jpg,1,5,4415,3892
495,1793,1952,https://img.animebracket.com/1dt.jpg,https://img.animebracket.com/1i8.jpg,0,5,4212,4391
496,1805,1776,https://img.animebracket.com/1e5.jpg,https://img.animebracket.com/1dc.jpg,0,6,4816,6584
497,1835,1838,https://img.animebracket.com/1ez.jpg,https://img.animebracket.com/1f2.jpg,1,6,5791,5773
498,1781,1768,https://img.animebracket.com/1dh.jpg,https://img.animebracket.com/1d4.jpg,0,6,4239,6120
499,1815,1809,https://img.animebracket.com/1ef.jpg,https://img.animebracket.com/1e9.jpg,0,6,5376,5553
500,1785,1849,https://img.animebracket.com/1dl.jpg,https://img.animebracket.com/1fd.jpg,1,6,8061,3134
501,1897,2003,https://img.animebracket.com/1gp.jpg,https://img.animebracket.com/1jn.jpg,0,6,4796,6473
502,1826,1888,https://img.animebracket.com/1eq.jpg,https://img.animebracket.com/1gg.jpg,1,6,6280,4825
503,1837,1952,https://img.animebracket.com/1f1.jpg,https://img.animebracket.com/1i8.jpg,0,6,5248,5940
504,1776,1835,https://img.animebracket.com/1dc.jpg,https://img.animebracket.com/1ez.jpg,1,7,6751,4404
505,1768,1809,https://img.animebracket.com/1d4.jpg,https://img.animebracket.com/1e9.jpg,1,7,5395,5149
506,1785,2003,https://img.animebracket.com/1dl.jpg,https://img.animebracket.com/1jn.jpg,1,7,7200,4018
507,1826,1952,https://img.animebracket.com/1eq.jpg,https://img.animebracket.com/1i8.jpg,1,7,6619,4353
508,1776,1768,https://img.animebracket.com/1dc.jpg,https://img.animebracket.com/1d4.jpg,1,8,6058,4790
509,1785,1826,https://img.animebracket.com/1dl.jpg,https://img.animebracket.com/1eq.jpg,1,8,5619,5501
510,1776,1785,https://img.animebracket.com/1dc.jpg,https://img.animebracket.com/1dl.jpg,0,9,5507,6620
511,56743,56704,https://img.animebracket.com/17s7.jpg,https://img.animebracket.com/17r4.jpg,1,1,6449,1235
512,57274,57413,https://img.animebracket.com/186y.jpg,https://img.animebracket.com/18at.jpg,0,1,1568,3929
513,57499,57335,https://img.animebracket.com/18d7.jpg,https://img.animebracket.com/188n.jpg,1,1,4033,2353
514,56851,57302,https://img.animebracket.com/17v7.jpg,https://img.animebracket.com/187q.jpg,1,1,3365,2878
515,56701,58199,https://img.animebracket.com/17r1.jpg,https://img.animebracket.com/18wn.jpg,1,1,4613,1812
516,57047,56887,https://img.animebracket.com/180n.jpg,https://img.animebracket.com/17w7.jpg,0,1,2938,3030
517,56739,57060,https://img.animebracket.com/17s3.jpg,https://img.animebracket.com/1810.jpg,1,1,4698,1862
518,58601,56929,https://img.animebracket.com/197t.jpg,https://img.animebracket.com/17xd.jpg,1,1,3185,3033
519,57212,57471,https://img.animebracket.com/1858.jpg,https://img.animebracket.com/18cf.jpg,1,1,4922,2147
520,57933,57355,https://img.animebracket.com/18p9.jpg,https://img.animebracket.com/1897.jpg,1,1,3346,3098
521,56830,56923,https://img.animebracket.com/17um.jpg,https://img.animebracket.com/17x7.jpg,1,1,4009,1764
522,57224,57117,https://img.animebracket.com/185k.jpg,https://img.animebracket.com/182l.jpg,1,1,3763,2347
523,56709,57233,https://img.animebracket.com/17r9.jpg,https://img.animebracket.com/185t.jpg,1,1,4137,1988
524,59145,57056,https://img.animebracket.com/19mx.jpg,https://img.animebracket.com/180w.jpg,1,1,3557,3016
525,56779,57373,https://img.animebracket.com/17t7.jpg,https://img.animebracket.com/189p.jpg,1,1,4607,1418
526,57316,56861,https://img.animebracket.com/1884.jpg,https://img.animebracket.com/17vh.jpg,0,1,2594,2732
527,56683,58523,https://img.animebracket.com/17qj.jpg,https://img.animebracket.com/195n.jpg,1,1,5324,1366
528,57074,58198,https://img.animebracket.com/181e.jpg,https://img.animebracket.com/18wm.jpg,1,1,3613,2196
529,56796,58569,https://img.animebracket.com/17to.jpg,https://img.animebracket.com/196x.jpg,1,1,3847,2085
530,56685,58025,https://img.animebracket.com/17ql.jpg,https://img.animebracket.com/18rt.jpg,1,1,4173,1626
531,57278,57522,https://img.animebracket.com/1872.jpg,https://img.animebracket.com/18du.jpg,1,1,4833,1455
532,57805,58715,https://img.animebracket.com/18lp.jpg,https://img.animebracket.com/19az.jpg,1,1,3090,2727
533,56863,57210,https://img.animebracket.com/17vj.jpg,https://img.animebracket.com/1856.jpg,1,1,4034,2054
534,57574,57906,https://img.animebracket.com/18fa.jpg,https://img.animebracket.com/18oi.jpg,1,1,3321,2387
535,56810,57055,https://img.animebracket.com/17u2.jpg,https://img.animebracket.com/180v.jpg,1,1,4933,1488
536,57334,57000,https://img.animebracket.com/188m.jpg,https://img.animebracket.com/17zc.jpg,1,1,2995,2754
537,56859,57931,https://img.animebracket.com/17vf.jpg,https://img.animebracket.com/18p7.jpg,1,1,4469,1735
538,57264,57207,https://img.animebracket.com/186o.jpg,https://img.animebracket.com/1853.jpg,1,1,3038,2495
539,56673,56788,https://img.animebracket.com/17q9.jpg,https://img.animebracket.com/17tg.jpg,1,1,5011,1487
540,58706,57604,https://img.animebracket.com/19aq.jpg,https://img.animebracket.com/18g4.jpg,1,1,2865,2506
541,56871,57601,https://img.animebracket.com/17vr.jpg,https://img.animebracket.com/18g1.jpg,1,1,3990,1846
542,56945,57475,https://img.animebracket.com/17xt.jpg,https://img.animebracket.com/18cj.jpg,1,1,3097,2675
543,56755,58079,https://img.animebracket.com/17sj.jpg,https://img.animebracket.com/18tb.jpg,1,1,5541,1199
544,58220,58428,https://img.animebracket.com/18x8.jpg,https://img.animebracket.com/1930.jpg,1,1,3018,2483
545,56682,58408,https://img.animebracket.com/17qi.jpg,https://img.animebracket.com/192g.jpg,1,1,3241,2187
546,57080,57069,https://img.animebracket.com/181k.jpg,https://img.animebracket.com/1819.jpg,1,1,3603,2105
547,56688,57794,https://img.animebracket.com/17qo.jpg,https://img.animebracket.com/18le.jpg,1,1,4199,1584
548,57034,57883,https://img.animebracket.com/180a.jpg,https://img.animebracket.com/18nv.jpg,1,1,2898,2304
549,56698,56789,https://img.animebracket.com/17qy.jpg,https://img.animebracket.com/17th.jpg,1,1,3647,2239
550,57101,57273,https://img.animebracket.com/1825.jpg,https://img.animebracket.com/186x.jpg,1,1,3436,2242
551,56820,58427,https://img.animebracket.com/17uc.jpg,https://img.animebracket.com/192z.jpg,1,1,4908,1675
552,58367,57019,https://img.animebracket.com/191b.jpg,https://img.animebracket.com/17zv.jpg,0,1,2416,3449
553,56754,58436,https://img.animebracket.com/17si.jpg,https://img.animebracket.com/1938.jpg,1,1,3976,1555
554,58719,57403,https://img.animebracket.com/19b3.jpg,https://img.animebracket.com/18aj.jpg,1,1,3359,2335
555,57050,57512,https://img.animebracket.com/180q.jpg,https://img.animebracket.com/18dk.jpg,1,1,4373,1617
556,56982,57341,https://img.animebracket.com/17yu.jpg,https://img.animebracket.com/188t.jpg,1,1,2958,2509
557,56904,56978,https://img.animebracket.com/17wo.jpg,https://img.animebracket.com/17yq.jpg,1,1,4062,1871
558,57513,57304,https://img.animebracket.com/18dl.jpg,https://img.animebracket.com/187s.jpg,1,1,2835,2484
559,56744,57639,https://img.animebracket.com/17s8.jpg,https://img.animebracket.com/18h3.jpg,1,1,5003,1233
560,56937,58213,https://img.animebracket.com/17xl.jpg,https://img.animebracket.com/18x1.jpg,0,1,2773,2803
561,57487,58403,https://img.animebracket.com/18cv.jpg,https://img.animebracket.com/192b.jpg,1,1,3335,2202
562,56955,56778,https://img.animebracket.com/17y3.jpg,https://img.animebracket.com/17t6.jpg,1,1,3254,2057
563,56756,57376,https://img.animebracket.com/17sk.jpg,https://img.animebracket.com/189s.jpg,1,1,4247,1602
564,56835,57417,https://img.animebracket.com/17ur.jpg,https://img.animebracket.com/18ax.jpg,1,1,3108,2127
565,56927,57873,https://img.animebracket.com/17xb.jpg,https://img.animebracket.com/18nl.jpg,1,1,4455,1401
566,57975,58380,https://img.animebracket.com/18qf.jpg,https://img.animebracket.com/191o.jpg,1,1,3788,1819
567,56793,57157,https://img.animebracket.com/17tl.jpg,https://img.animebracket.com/183p.jpg,1,1,5072,1529
568,57531,57364,https://img.animebracket.com/18e3.jpg,https://img.animebracket.com/189g.jpg,0,1,2136,3106
569,58852,57236,https://img.animebracket.com/19es.jpg,https://img.animebracket.com/185w.jpg,1,1,4065,1925
570,56868,57598,https://img.animebracket.com/17vo.jpg,https://img.animebracket.com/18fy.jpg,1,1,2931,2414
571,57196,56960,https://img.animebracket.com/184s.jpg,https://img.animebracket.com/17y8.jpg,1,1,3990,1857
572,57425,57245,https://img.animebracket.com/18b5.jpg,https://img.animebracket.com/1865.jpg,1,1,2765,2538
573,56760,57209,https://img.animebracket.com/17so.jpg,https://img.animebracket.com/1855.jpg,1,1,4263,1794
574,56804,57679,https://img.animebracket.com/17tw.jpg,https://img.animebracket.com/18i7.jpg,1,1,4011,1935
575,57360,57472,https://img.animebracket.com/189c.jpg,https://img.animebracket.com/18cg.jpg,1,1,5143,1019
576,56784,56959,https://img.animebracket.com/17tc.jpg,https://img.animebracket.com/17y7.jpg,0,1,2153,2270
577,57347,57241,https://img.animebracket.com/188z.jpg,https://img.animebracket.com/1861.jpg,1,1,2814,2212
578,56696,57118,https://img.animebracket.com/17qw.jpg,https://img.animebracket.com/182m.jpg,1,1,3215,1456
579,56772,57317,https://img.animebracket.com/17t0.jpg,https://img.animebracket.com/1885.jpg,1,1,3961,1152
580,57526,58112,https://img.animebracket.com/18dy.jpg,https://img.animebracket.com/18u8.jpg,1,1,3037,1882
581,56969,58260,https://img.animebracket.com/17yh.jpg,https://img.animebracket.com/18yc.jpg,1,1,3565,1461
582,57926,57033,https://img.animebracket.com/18p2.jpg,https://img.animebracket.com/1809.jpg,1,1,2801,1863
583,56765,57124,https://img.animebracket.com/17st.jpg,https://img.animebracket.com/182s.jpg,1,1,3965,1540
584,57410,57012,https://img.animebracket.com/18aq.jpg,https://img.animebracket.com/17zo.jpg,1,1,2168,2138
585,57126,58793,https://img.animebracket.com/182u.jpg,https://img.animebracket.com/19d5.jpg,1,1,3216,1559
586,58271,57112,https://img.animebracket.com/18yn.jpg,https://img.animebracket.com/182g.jpg,1,1,3004,1742
587,56926,56721,https://img.animebracket.com/17xa.jpg,https://img.animebracket.com/17rl.jpg,1,1,3852,1416
588,56918,56996,https://img.animebracket.com/17x2.jpg,https://img.animebracket.com/17z8.jpg,1,1,2474,2226
589,57441,57990,https://img.animebracket.com/18bl.jpg,https://img.animebracket.com/18qu.jpg,1,1,2960,1359
590,56813,57145,https://img.animebracket.com/17u5.jpg,https://img.animebracket.com/183d.jpg,1,1,2928,1846
591,56729,58556,https://img.animebracket.com/17rt.jpg,https://img.animebracket.com/196k.jpg,1,1,4128,1009
592,57935,56991,https://img.animebracket.com/18pb.jpg,https://img.animebracket.com/17z3.jpg,1,1,2750,1932
593,57581,58498,https://img.animebracket.com/18fh.jpg,https://img.animebracket.com/194y.jpg,1,1,2750,1915
594,57754,57836,https://img.animebracket.com/18ka.jpg,https://img.animebracket.com/18mk.jpg,1,1,2458,2297
595,57752,58051,https://img.animebracket.com/18k8.jpg,https://img.animebracket.com/18sj.jpg,1,1,3847,1165
596,56911,56882,https://img.animebracket.com/17wv.jpg,https://img.animebracket.com/17w2.jpg,1,1,2456,1877
597,56831,57541,https://img.animebracket.com/17un.jpg,https://img.animebracket.com/18ed.jpg,1,1,3194,1189
598,57042,57885,https://img.animebracket.com/180i.jpg,https://img.animebracket.com/18nx.jpg,1,1,2362,2060
599,56750,58158,https://img.animebracket.com/17se.jpg,https://img.animebracket.com/18vi.jpg,1,1,4082,1101
600,56746,57469,https://img.animebracket.com/17sa.jpg,https://img.animebracket.com/18cd.jpg,1,1,2721,1784
601,56812,56966,https://img.animebracket.com/17u4.jpg,https://img.animebracket.com/17ye.jpg,1,1,3209,1705
602,56999,58665,https://img.animebracket.com/17zb.jpg,https://img.animebracket.com/199l.jpg,1,1,3055,1835
603,56972,57386,https://img.animebracket.com/17yk.jpg,https://img.animebracket.com/18a2.jpg,1,1,3864,1092
604,57828,56922,https://img.animebracket.com/18mc.jpg,https://img.animebracket.com/17x6.jpg,0,1,1873,2435
605,56892,58512,https://img.animebracket.com/17wc.jpg,https://img.animebracket.com/195c.jpg,1,1,3493,1403
606,56790,57391,https://img.animebracket.com/17ti.jpg,https://img.animebracket.com/18a7.jpg,1,1,2723,1753
607,56758,57824,https://img.animebracket.com/17sm.jpg,https://img.animebracket.com/18m8.jpg,1,1,4227,1090
608,57840,57171,https://img.animebracket.com/18mo.jpg,https://img.animebracket.com/1843.jpg,0,1,1944,2357
609,56680,57265,https://img.animebracket.com/17qg.jpg,https://img.animebracket.com/186p.jpg,1,1,2656,1601
610,57041,56947,https://img.animebracket.com/180h.jpg,https://img.animebracket.com/17xv.jpg,1,1,2684,1622
611,57131,56687,https://img.animebracket.com/182z.jpg,https://img.animebracket.com/17qn.jpg,1,1,3334,1685
612,57100,57230,https://img.animebracket.com/1824.jpg,https://img.animebracket.com/185q.jpg,1,1,2376,1760
613,56903,56873,https://img.animebracket.com/17wn.jpg,https://img.animebracket.com/17vt.jpg,1,1,3153,1380
614,57494,58588,https://img.animebracket.com/18d2.jpg,https://img.animebracket.com/197g.jpg,1,1,2471,1919
615,56684,57613,https://img.animebracket.com/17qk.jpg,https://img.animebracket.com/18gd.jpg,1,1,4081,1130
616,57193,57340,https://img.animebracket.com/184p.jpg,https://img.animebracket.com/188s.jpg,1,1,2559,1730
617,56942,57992,https://img.animebracket.com/17xq.jpg,https://img.animebracket.com/18qw.jpg,1,1,3247,1125
618,57545,57830,https://img.animebracket.com/18eh.jpg,https://img.animebracket.com/18me.jpg,0,1,1998,2202
619,56912,57102,https://img.animebracket.com/17ww.jpg,https://img.animebracket.com/1826.jpg,1,1,4110,1035
620,57284,57054,https://img.animebracket.com/1878.jpg,https://img.animebracket.com/180u.jpg,1,1,2683,1735
621,56774,57155,https://img.animebracket.com/17t2.jpg,https://img.animebracket.com/183n.jpg,1,1,3003,1562
622,56771,57484,https://img.animebracket.com/17sz.jpg,https://img.animebracket.com/18cs.jpg,1,1,3093,1579
623,57433,57090,https://img.animebracket.com/18bd.jpg,https://img.animebracket.com/181u.jpg,1,1,4014,1101
624,57402,57062,https://img.animebracket.com/18ai.jpg,https://img.animebracket.com/1812.jpg,1,1,2050,2010
625,57388,56865,https://img.animebracket.com/18a4.jpg,https://img.animebracket.com/17vl.jpg,1,1,2835,1719
626,57286,58149,https://img.animebracket.com/187a.jpg,https://img.animebracket.com/18v9.jpg,1,1,2452,1678
627,56675,58017,https://img.animebracket.com/17qb.jpg,https://img.animebracket.com/18rl.jpg,1,1,3794,946
628,56791,56989,https://img.animebracket.com/17tj.jpg,https://img.animebracket.com/17z1.jpg,1,1,2818,1620
629,56866,57445,https://img.animebracket.com/17vm.jpg,https://img.animebracket.com/18bp.jpg,1,1,2888,1048
630,57359,58869,https://img.animebracket.com/189b.jpg,https://img.animebracket.com/19f9.jpg,1,1,2780,1774
631,57314,57730,https://img.animebracket.com/1882.jpg,https://img.animebracket.com/18jm.jpg,1,1,4546,691
632,58023,57381,https://img.animebracket.com/18rr.jpg,https://img.animebracket.com/189x.jpg,1,1,2848,1799
633,57293,57154,https://img.animebracket.com/187h.jpg,https://img.animebracket.com/183m.jpg,1,1,3061,1591
634,57463,58323,https://img.animebracket.com/18c7.jpg,https://img.animebracket.com/1903.jpg,1,1,3243,1453
635,56752,57984,https://img.animebracket.com/17sg.jpg,https://img.animebracket.com/18qo.jpg,1,1,3607,1417
636,57383,57099,https://img.animebracket.com/189z.jpg,https://img.animebracket.com/1823.jpg,1,1,2420,1989
637,56686,57098,https://img.animebracket.com/17qm.jpg,https://img.animebracket.com/1822.jpg,1,1,3212,1370
638,56843,57589,https://img.animebracket.com/17uz.jpg,https://img.animebracket.com/18fp.jpg,1,1,3167,955
639,56764,57150,https://img.animebracket.com/17ss.jpg,https://img.animebracket.com/183i.jpg,1,1,4587,1140
640,57357,58478,https://img.animebracket.com/1899.jpg,https://img.animebracket.com/194e.jpg,1,1,2396,2207
641,57010,56715,https://img.animebracket.com/17zm.jpg,https://img.animebracket.com/17rf.jpg,1,1,3269,1569
642,57094,57638,https://img.animebracket.com/181y.jpg,https://img.animebracket.com/18h2.jpg,0,1,2302,2337
643,56692,59002,https://img.animebracket.com/17qs.jpg,https://img.animebracket.com/19iy.jpg,1,1,3650,1332
644,57027,56719,https://img.animebracket.com/1803.jpg,https://img.animebracket.com/17rj.jpg,0,1,2135,2173
645,56795,57046,https://img.animebracket.com/17tn.jpg,https://img.animebracket.com/180m.jpg,1,1,3189,1448
646,57901,56826,https://img.animebracket.com/18od.jpg,https://img.animebracket.com/17ui.jpg,1,1,2338,1947
647,56713,57059,https://img.animebracket.com/17rd.jpg,https://img.animebracket.com/180z.jpg,1,1,4007,1038
648,56975,57006,https://img.animebracket.com/17yn.jpg,https://img.animebracket.com/17zi.jpg,1,1,2116,2056
649,56867,57305,https://img.animebracket.com/17vn.jpg,https://img.animebracket.com/187t.jpg,1,1,3147,1512
650,56988,57398,https://img.animebracket.com/17z0.jpg,https://img.animebracket.com/18ae.jpg,1,1,2793,1490
651,56677,57971,https://img.animebracket.com/17qd.jpg,https://img.animebracket.com/18qb.jpg,1,1,3688,1222
652,57477,56844,https://img.animebracket.com/18cl.jpg,https://img.animebracket.com/17v0.jpg,1,1,2512,1790
653,57011,57123,https://img.animebracket.com/17zn.jpg,https://img.animebracket.com/182r.jpg,1,1,3163,1258
654,57891,57324,https://img.animebracket.com/18o3.jpg,https://img.animebracket.com/188c.jpg,1,1,2820,1596
655,57001,58814,https://img.animebracket.com/17zd.jpg,https://img.animebracket.com/19dq.jpg,1,1,3992,1109
656,56894,56993,https://img.animebracket.com/17we.jpg,https://img.animebracket.com/17z5.jpg,0,1,2034,2134
657,57603,57390,https://img.animebracket.com/18g3.jpg,https://img.animebracket.com/18a6.jpg,1,1,2840,1619
658,56917,57202,https://img.animebracket.com/17x1.jpg,https://img.animebracket.com/184y.jpg,1,1,2376,1686
659,56693,57634,https://img.animebracket.com/17qt.jpg,https://img.animebracket.com/18gy.jpg,1,1,3259,1299
660,57422,57065,https://img.animebracket.com/18b2.jpg,https://img.animebracket.com/1815.jpg,1,1,2583,1618
661,57091,57397,https://img.animebracket.com/181v.jpg,https://img.animebracket.com/18ad.jpg,1,1,2642,1494
662,56706,56716,https://img.animebracket.com/17r6.jpg,https://img.animebracket.com/17rg.jpg,1,1,2468,1568
663,56962,56702,https://img.animebracket.com/17ya.jpg,https://img.animebracket.com/17r2.jpg,1,1,3490,1234
664,57479,57227,https://img.animebracket.com/18cn.jpg,https://img.animebracket.com/185n.jpg,0,1,1826,2139
665,56805,58425,https://img.animebracket.com/17tx.jpg,https://img.animebracket.com/192x.jpg,1,1,2843,1701
666,56691,57597,https://img.animebracket.com/17qr.jpg,https://img.animebracket.com/18fx.jpg,1,1,2026,1684
667,56856,57648,https://img.animebracket.com/17vc.jpg,https://img.animebracket.com/18hc.jpg,1,1,3545,972
668,57393,57974,https://img.animebracket.com/18a9.jpg,https://img.animebracket.com/18qe.jpg,0,1,1704,2586
669,57292,58341,https://img.animebracket.com/187g.jpg,https://img.animebracket.com/190l.jpg,1,1,2333,1691
670,56676,58445,https://img.animebracket.com/17qc.jpg,https://img.animebracket.com/193h.jpg,1,1,2095,1847
671,56761,58317,https://img.animebracket.com/17sp.jpg,https://img.animebracket.com/18zx.jpg,1,1,3961,1035
672,58284,57367,https://img.animebracket.com/18z0.jpg,https://img.animebracket.com/189j.jpg,1,1,2091,1765
673,59045,57957,https://img.animebracket.com/19k5.jpg,https://img.animebracket.com/18px.jpg,0,1,1822,2236
674,56738,57563,https://img.animebracket.com/17s2.jpg,https://img.animebracket.com/18ez.jpg,1,1,2614,1493
675,56809,56703,https://img.animebracket.com/17u1.jpg,https://img.animebracket.com/17r3.jpg,1,1,3585,941
676,57493,57325,https://img.animebracket.com/18d1.jpg,https://img.animebracket.com/188d.jpg,1,1,1993,1866
677,57382,58409,https://img.animebracket.com/189y.jpg,https://img.animebracket.com/192h.jpg,1,1,3678,979
678,57218,57496,https://img.animebracket.com/185e.jpg,https://img.animebracket.com/18d4.jpg,1,1,2543,1647
679,56710,56767,https://img.animebracket.com/17ra.jpg,https://img.animebracket.com/17sv.jpg,1,1,3775,1065
680,56840,58141,https://img.animebracket.com/17uw.jpg,https://img.animebracket.com/18v1.jpg,1,1,2091,1788
681,56705,57082,https://img.animebracket.com/17r5.jpg,https://img.animebracket.com/181m.jpg,1,1,2721,1520
682,57384,57656,https://img.animebracket.com/18a0.jpg,https://img.animebracket.com/18hk.jpg,1,1,2187,1826
683,57023,58553,https://img.animebracket.com/17zz.jpg,https://img.animebracket.com/196h.jpg,1,1,2735,1631
684,57430,57132,https://img.animebracket.com/18ba.jpg,https://img.animebracket.com/1830.jpg,1,1,2425,1866
685,56984,57260,https://img.animebracket.com/17yw.jpg,https://img.animebracket.com/186k.jpg,1,1,2760,1456
686,57183,58573,https://img.animebracket.com/184f.jpg,https://img.animebracket.com/1971.jpg,1,1,2283,1705
687,57332,57125,https://img.animebracket.com/188k.jpg,https://img.animebracket.com/182t.jpg,1,1,3485,897
688,57200,56875,https://img.animebracket.com/184w.jpg,https://img.animebracket.com/17vv.jpg,1,1,1975,1727
689,57815,56828,https://img.animebracket.com/18lz.jpg,https://img.animebracket.com/17uk.jpg,1,1,2626,1455
690,57139,57280,https://img.animebracket.com/1837.jpg,https://img.animebracket.com/1874.jpg,1,1,2485,1345
691,57356,56958,https://img.animebracket.com/1898.jpg,https://img.animebracket.com/17y6.jpg,1,1,3121,1346
692,57081,58731,https://img.animebracket.com/181l.jpg,https://img.animebracket.com/19bf.jpg,1,1,2541,1569
693,56766,56697,https://img.animebracket.com/17su.jpg,https://img.animebracket.com/17qx.jpg,1,1,2717,1466
694,56718,58098,https://img.animebracket.com/17ri.jpg,https://img.animebracket.com/18tu.jpg,1,1,2525,1575
695,56914,57394,https://img.animebracket.com/17wy.jpg,https://img.animebracket.com/18aa.jpg,1,1,3728,1071
696,57160,56681,https://img.animebracket.com/183s.jpg,https://img.animebracket.com/17qh.jpg,1,1,2031,1840
697,57229,58347,https://img.animebracket.com/185p.jpg,https://img.animebracket.com/190r.jpg,1,1,2422,1595
698,56891,56827,https://img.animebracket.com/17wb.jpg,https://img.animebracket.com/17uj.jpg,1,1,2349,1733
699,56759,58515,https://img.animebracket.com/17sn.jpg,https://img.animebracket.com/195f.jpg,1,1,3739,923
700,58103,57478,https://img.animebracket.com/18tz.jpg,https://img.animebracket.com/18cm.jpg,1,1,2389,1578
701,56938,58162,https://img.animebracket.com/17xm.jpg,https://img.animebracket.com/18vm.jpg,1,1,3152,1189
702,56674,58583,https://img.animebracket.com/17qa.jpg,https://img.animebracket.com/197b.jpg,1,1,2287,2027
703,56690,57437,https://img.animebracket.com/17qq.jpg,https://img.animebracket.com/18bh.jpg,1,1,4838,998
704,58076,57429,https://img.animebracket.com/18t8.jpg,https://img.animebracket.com/18b9.jpg,1,1,2350,2065
705,56908,57703,https://img.animebracket.com/17ws.jpg,https://img.animebracket.com/18iv.jpg,1,1,3140,1380
706,57239,58351,https://img.animebracket.com/185z.jpg,https://img.animebracket.com/190v.jpg,1,1,2737,2175
707,57377,56900,https://img.animebracket.com/189t.jpg,https://img.animebracket.com/17wk.jpg,1,1,3348,1367
708,56734,56981,https://img.animebracket.com/17ry.jpg,https://img.animebracket.com/17yt.jpg,1,1,2515,1700
709,56757,57061,https://img.animebracket.com/17sl.jpg,https://img.animebracket.com/1811.jpg,1,1,3612,1314
710,56880,56987,https://img.animebracket.com/17w0.jpg,https://img.animebracket.com/17yz.jpg,1,1,2922,1833
711,56707,56854,https://img.animebracket.com/17r7.jpg,https://img.animebracket.com/17va.jpg,1,1,4091,1103
712,58071,57021,https://img.animebracket.com/18t3.jpg,https://img.animebracket.com/17zx.jpg,1,1,2786,1612
713,56957,57786,https://img.animebracket.com/17y5.jpg,https://img.animebracket.com/18l6.jpg,1,1,2948,1110
714,58054,58489,https://img.animebracket.com/18sm.jpg,https://img.animebracket.com/194p.jpg,1,1,3042,1434
715,57030,56838,https://img.animebracket.com/1806.jpg,https://img.animebracket.com/17uu.jpg,1,1,3732,1237
716,57313,57008,https://img.animebracket.com/1881.jpg,https://img.animebracket.com/17zk.jpg,0,1,1927,2295
717,56725,57524,https://img.animebracket.com/17rp.jpg,https://img.animebracket.com/18dw.jpg,1,1,2459,1742
718,58395,56700,https://img.animebracket.com/1923.jpg,https://img.animebracket.com/17r0.jpg,1,1,2665,1926
719,56763,57032,https://img.animebracket.com/17sr.jpg,https://img.animebracket.com/1808.jpg,1,1,4135,854
720,56823,57204,https://img.animebracket.com/17uf.jpg,https://img.animebracket.com/1850.jpg,1,1,2754,1540
721,56973,57506,https://img.animebracket.com/17yl.jpg,https://img.animebracket.com/18de.jpg,1,1,2721,1762
722,57489,57168,https://img.animebracket.com/18cx.jpg,https://img.animebracket.com/1840.jpg,1,1,2662,1756
723,56712,57104,https://img.animebracket.com/17rc.jpg,https://img.animebracket.com/1828.jpg,1,1,3261,1111
724,57109,58208,https://img.animebracket.com/182d.jpg,https://img.animebracket.com/18ww.jpg,0,1,2071,2160
725,56689,58434,https://img.animebracket.com/17qp.jpg,https://img.animebracket.com/1936.jpg,1,1,3335,1124
726,56672,57361,https://img.animebracket.com/17q8.jpg,https://img.animebracket.com/189d.jpg,1,1,2214,1632
727,56787,59149,https://img.animebracket.com/17tf.jpg,https://img.animebracket.com/19n1.jpg,1,1,4174,1039
728,57842,58727,https://img.animebracket.com/18mq.jpg,https://img.animebracket.com/19bb.jpg,1,1,2511,1762
729,56799,57194,https://img.animebracket.com/17tr.jpg,https://img.animebracket.com/184q.jpg,1,1,2939,1131
730,56845,57666,https://img.animebracket.com/17v1.jpg,https://img.animebracket.com/18hu.jpg,1,1,2366,1768
731,56971,57684,https://img.animebracket.com/17yj.jpg,https://img.animebracket.com/18ic.jpg,1,1,3927,1123
732,56801,57350,https://img.animebracket.com/17tt.jpg,https://img.animebracket.com/1892.jpg,1,1,2685,1619
733,56907,57052,https://img.animebracket.com/17wr.jpg,https://img.animebracket.com/180s.jpg,1,1,3162,1209
734,56976,57015,https://img.animebracket.com/17yo.jpg,https://img.animebracket.com/17zr.jpg,1,1,2570,1359
735,56735,58081,https://img.animebracket.com/17rz.jpg,https://img.animebracket.com/18td.jpg,1,1,4252,975
736,58370,57197,https://img.animebracket.com/191e.jpg,https://img.animebracket.com/184t.jpg,1,1,2459,1512
